"id","airport_ref","airport_ident","type","description","frequency_mhz"
57826,4560,"LTCO","TWR","TWR",118.475
57830,4561,"LTCP","TWR","TWR",119.05
57841,4562,"LTCR","TWR","TWR",118.65
308433,44790,"LTCT","APP/DEP","Igdir Approach/Departure",119.6
593100,44790,"LTCT","APP/DEP","Igdir Approach/Departure",126
593101,44790,"LTCT","APP/DEP","Igdir Approach/Departure",126
308431,44790,"LTCT","GND","Igdir Ground",121.8
308432,44790,"LTCT","TWR","Igdir Tower",121.3
57948,4563,"LTFA","APP","MENDERES APP",120.1
57949,4563,"LTFA","GND","GND",121.95
57950,4563,"LTFA","TWR","TWR",122.1
57866,4564,"LTFB","TWR","TWR",133.05
57819,4565,"LTFC","GND","ISPARTA GND",121.7
57820,4565,"LTFC","TWR","ISPARTA TWR",118.65
57827,4566,"LTFD","EMR","SAR",123.1
57828,4566,"LTFD","GND","GND",121.9
57829,4566,"LTFD","TWR","TWR",119.7
57821,4567,"LTFE","APP","MENDERES APP",119.5
57822,4567,"LTFE","APP","MENDERES APP",119.775
57823,4567,"LTFE","ATIS","ATIS",128.5
57824,4567,"LTFE","GND","GND",121.95
57825,4567,"LTFE","TWR","TWR",120.5
346229,44487,"LTFG","TOWER",,119.25
57833,4568,"LTFH","APP","APP",118.175
57834,4568,"LTFH","ATIS","ATIS",129.35
57835,4568,"LTFH","GND","GND",121.7
57836,4568,"LTFH","TWR","TWR",118.35
57837,4569,"LTFJ","ATIS","ATIS",128.2
593687,4569,"LTFJ","CLNC DEL",,126.425
57838,4569,"LTFJ","GND","GND",121.75
57840,4569,"LTFJ","TWR","TWR",37.877
57839,4569,"LTFJ","TWR","TWR",118.8
333707,317457,"LTFM","Clearance","Istanbul Clearance Delivery",127.1
333706,317457,"LTFM","GROUND","Istanbul Ground",121.75
333705,317457,"LTFM","TOWER","Istanbul Tower",131.1
355994,316329,"LTFO","APP","Rize-Artvin Approach",127.15
355995,316329,"LTFO","SAR","Rize-Artvin Rescue Subcenter",123.1
355996,316329,"LTFO","SAR","Rize-Artvin Rescue Subcenter",282.8
355993,316329,"LTFO","TWR","Ground",121.8
355991,316329,"LTFO","TWR","Rize-Artvin Tower",126.75
355992,316329,"LTFO","TWR","Rize-Artvin Tower",372.85
311698,43764,"LU-0002","AFIS","NOT OFFICIAL",119.5
55272,4570,"LUBL","TWR","TWR",122.3
55273,4571,"LUKK","APP","APP",125.9
55274,4571,"LUKK","ATIS","ATIS",133.7
55275,4571,"LUKK","GND","GND",121.8
55276,4571,"LUKK","TWR","TWR",118.1
330557,4677,"LW75","INFO STENKOVEC","Stenkovec info",123.5
55302,4572,"LWOH","APP","APP",119.2
55303,4572,"LWOH","TWR","TWR",119.2
55304,4573,"LWSK","APP","APP",120.3
55305,4573,"LWSK","ATIS","ATIS",130.125
55306,4573,"LWSK","TWR","TWR",118.5
52684,4574,"LXGB","A/D","APP",122.8
52685,4574,"LXGB","OPS","GIB TALKDOWN",130.4
52686,4574,"LXGB","TWR","TWR",131.2
347938,340305,"LY-0009","TWR","KAMBUT Tower",118.5
55221,3227,"LY-0019","AFIS","AFIS",127
55222,3227,"LY-0019","APP","APP",124
75371,3227,"LY-0019","CONTROL","Tripoli Radar",120.9
55223,3227,"LY-0019","GND","GND",120.1
55224,3227,"LY-0019","TWR","TWR",118.1
71828,1650,"LY89","A/G","INFO",123.5
71825,4610,"LYBE","APP","APP",119.1
322861,4610,"LYBE","APP",,133.1
71826,4610,"LYBE","ATIS","INFO",122.925
71827,4610,"LYBE","TWR","TWR",118.1
301359,301358,"LYBJ","ground",,123.5
71823,4612,"LYNI","APP","Nis Approach",119.525
322711,4612,"LYNI","EMERG",,121.5
71824,4612,"LYNI","TWR","Nis Tower",118.95
322710,4612,"LYNI","TWR/APP ALTN",,136.075
71836,4613,"LYPG","APP","APP",118.7
71837,4613,"LYPG","TWR","TWR",118.2
320361,320360,"LYPN","Info","Davidovac Info",123.5
354836,308327,"LYSM","CTAF","Belgrade FIR",119.1
337368,308323,"LYSU","Subotica RADIO",,123.5
71821,4615,"LYTV","ARR","APP",118
71822,4615,"LYTV","TWR","TWR",118
308322,308320,"LYVA","CTAF",,123.5
71833,4616,"LYVR","APP","APP",125.05
71834,4616,"LYVR","INFO","INFO",123.5
71835,4616,"LYVR","TWR","TWR",118.6
602614,308331,"LZHL","CTAF",,123.675
55189,4617,"LZIB","APP","APP",120.9
55190,4617,"LZIB","ATIS","ATIS",128.65
55191,4617,"LZIB","TWR","TWR",118.3
317757,317756,"LZJS","Info","Jasná Prevadzka",123.4
55197,4618,"LZKZ","APP","APP",119.85
55198,4618,"LZKZ","TWR","TWR",120.4
55184,4619,"LZMC","APP","APP",118.25
55185,4619,"LZMC","TWR","TWR",118.25
316355,316354,"LZNZ","Info",,122.6
315705,314805,"LZOC","INFO","OCOVA PREVADZKA",123.6
55196,4620,"LZPP","TWR","TWR",118.575
315710,30103,"LZPT","INFO","Partizanske PREVADZKA",123.5
317683,317682,"LZRU","Info","Prevadzka",123.5
55192,4621,"LZSL","APP","SLIAČ APPROACH",119.15
55193,4621,"LZSL","TWR","SLIAČ TOWER",122.9
316257,30432,"LZSV","Info",,123.5
55186,4622,"LZTN","INFO","INFO",120.75
55187,4622,"LZTN","TWR","TWR",120.75
55194,4623,"LZTT","APP","APP",121.35
553741,4623,"LZTT","ILS RW27",,110.1
55195,4623,"LZTT","TWR","TWR",121.35
55188,4624,"LZZI","TWR","TWR",124.15
599408,356161,"MA-0003","APP",,118.125
599407,356161,"MA-0003","TWR",,118.05
57770,4626,"MBGT","APP","PROVO APP",126
57771,4626,"MBGT","GND","GND",121.9
57772,4626,"MBGT","TWR","MCCARTNEY TWR",118.6
57778,4627,"MBNC","UNIC","INFO",118.85
57773,4628,"MBPV","APP","PROVO APP",126
57774,4628,"MBPV","GND","GND",121.9
57775,4628,"MBPV","TWR","TWR",119.9
57776,4629,"MBSC","AFIS","INFO",118.9
57777,4629,"MBSC","APP","PROVO APP",126
51768,4631,"MDAB","TWR","TWR",118.45
51779,4632,"MDBH","APP","BARAHONA APP",119.5
51780,4632,"MDBH","GND","GND",121.8
51781,4632,"MDBH","TWR","BARAHONA TWR",118.5
51767,4633,"MDCR","RDO","RDO",122.7
51763,4634,"MDJB","Ground","HIGUERO TWR",121.7
75364,4634,"MDJB","Tower",,118.9
51759,4635,"MDLR","TWR","LA ROMANA TWR",118.6
51764,4636,"MDPC","A/D","APP",119.7
51765,4636,"MDPC","APP","LAS AMERICAS APP",119.3
314314,4636,"MDPC","ATIS",,132.85
314316,4636,"MDPC","DLV","DELIVERY",121.65
314315,4636,"MDPC","GND","GROUND",121.9
51766,4636,"MDPC","TWR","TWR",118.8
51776,4637,"MDPP","APP","PUERTO PLATA APP",119
51777,4637,"MDPP","GND","GND",121.9
51778,4637,"MDPP","TWR","PUERTO PLATA TWR",118
51769,4638,"MDSD","APP","APP",119.3
51770,4638,"MDSD","ATIS","ATIS",126.2
51771,4638,"MDSD","FCC","SANTO DOMINGO INFO",126.9
51772,4638,"MDSD","FSS","FSS",122
51773,4638,"MDSD","GND","GND",121.9
51774,4638,"MDSD","TWR","TWR",118.1
51775,4639,"MDSI","TWR","TWR",122.7
51760,4640,"MDST","APP","SANTIAGO APP",119
51761,4640,"MDST","GND","GND",121.9
51762,4640,"MDST","TWR","SANTIAGO TWR",118.3
59483,21948,"ME16","UNIC","UNICOM",123
53450,4643,"MGCB","RDO","RDO",126.2
53441,4644,"MGGT","AFIS","GUATEMALA RDO",126.9
53442,4644,"MGGT","APP","CON",119.3
53443,4644,"MGGT","ATIS","ATIS",126.5
53444,4644,"MGGT","CLD","CLNC DEL",120.7
53445,4644,"MGGT","GND","GND",121.9
53446,4644,"MGGT","TWR","TWR",118.1
53448,4645,"MGPB","TWR","TWR",118.4
307208,32170,"MGPP",126.5,,126.5
53447,4646,"MGRB","RDO","RDO",122.9
53449,4647,"MGRT","TWR","TWR",118.8
53456,4648,"MGSJ","TWR","TWR",118.5
53451,4649,"MGTK","APP","TIKAL APP",121.4
53452,4649,"MGTK","CLD","TIKAL CLNC",120
53453,4649,"MGTK","GND","GND",121.9
53454,4649,"MGTK","RDO","FLORES RDO",120
53455,4649,"MGTK","TWR","TIKAL TWR",118.3
53501,4660,"MHLC","GND","GND",121.9
53502,4660,"MHLC","RDO","GOLOSON RDO",128.9
53503,4660,"MHLC","TWR","TWR",118.5
53484,4661,"MHLM","APP","APP",119.7
53485,4661,"MHLM","GND","GND",121.9
53486,4661,"MHLM","RDO","RDO",127.1
53487,4661,"MHLM","TWR","TWR",118.2
53488,4663,"MHRO","GND","GND",121.6
53489,4663,"MHRO","TWR","ROATAN TWR",118.1
53490,4664,"MHSC","AAS","VFR ADVSY SVC",125.8
53491,4664,"MHSC","ACC","CENAMER ACC",89.1
53492,4664,"MHSC","APP","APP",125.8
53493,4664,"MHSC","GND","GND",121.9
53494,4664,"MHSC","MISC","SKYWATCH AFFS",42.5
53495,4664,"MHSC","OPS","WARRIOR OPS",51.5
53496,4664,"MHSC","PMSV","PMSV METRO",34.06
53497,4664,"MHSC","POST","COMD POST",33.13
53498,4664,"MHSC","PTD","PTD",135.5
53499,4664,"MHSC","RDO","TEGUCIGALPA RDO",126.7
53500,4664,"MHSC","TWR","TWR",118.9
53504,4666,"MHTG","APP","TONCONTIN APP",119.1
53505,4666,"MHTG","ATIS","ATIS",112.3
53506,4666,"MHTG","GND","GND",121.9
53507,4666,"MHTG","RDO","TEGUCIGALPA RDO",126.7
53508,4666,"MHTG","TWR","TWR",118.7
576619,4680,"MKJP","APP","MANLEY APP",120.6
576620,4680,"MKJP","ATIS","ATIS",127.7
576621,4680,"MKJP","GND","GND",121.7
576622,4680,"MKJP","TWR","MANLEY TWR",118.65
54814,4681,"MKJS","APP","APP",120.8
54815,4681,"MKJS","ATIS","ATIS",127.9
54816,4681,"MKJS","GND","GND",121.7
54817,4681,"MKJS","TWR","TWR",118.75
75554,4681,"MKJS","VOR-DME","Rwy 25",115.7
54818,4683,"MKTP","FSS","FIS",121.6
55413,4874,"MM22","UNIC","UNICOM",122.5
55430,4882,"MM31","UNIC","UNICOM",122.5
430329,313720,"MM35","CTAF","Tráfico Cd. Altamirano",122.5
55477,4688,"MMAA","APP","ACAPULCO APP",119.9
55478,4688,"MMAA","ATIS","ATIS",115.9
55479,4688,"MMAA","TWR","ACAPULCO TWR",118.5
55402,4690,"MMAN","APP","MONTERREY APP",119.75
55403,4690,"MMAN","ATIS","ATIS",127.55
55404,4690,"MMAN","TWR","TWR",118.6
55414,4691,"MMAS","APP","LEON APP",119.05
55415,4691,"MMAS","TWR","AGUASCALIENTES TWR",118.6
55536,4692,"MMBT","TWR","HUATULCO TWR",118
55433,4693,"MMCB","APP","TOLUCA APP",128.9
55434,4693,"MMCB","TWR","CUERNAVACA TWR",118.35
55406,4694,"MMCE","TWR","CARMEN TWR",118.4
55470,4697,"MMCL","APP","APP",119.75
55471,4697,"MMCL","ATIS","ATIS",127.8
55472,4697,"MMCL","TWR","TWR",118.5
55419,4698,"MMCM","TWR","TWR",118.8
55435,4699,"MMCN","APP","APP",121.3
55436,4699,"MMCN","ATIS","ATIS",127.6
55437,4699,"MMCN","TWR","OBREGON TWR",118.3
55469,4700,"MMCP","TWR","CAMPECHE TWR",118.5
55501,4701,"MMCS","APP","JUAREZ APP",119.9
55502,4701,"MMCS","TWR","JUAREZ TWR",118.9
55401,4702,"MMCT","TWR","TWR",118.9
55416,4703,"MMCU","APP","CHIHUAHUA APP",121
55417,4703,"MMCU","ATIS","ATIS",127.9
55418,4703,"MMCU","TWR","CHIHUAHUA TWR",118.4
55508,4704,"MMCV","APP","MONTERREY CNTR",124.5
55509,4704,"MMCV","TWR","VICTORIA TWR",118.2
55449,4705,"MMCY","AFIS","AFIS",118.4
55516,4706,"MMCZ","APP","CANCUN APP",120.4
55517,4706,"MMCZ","ARR","CANCUN ARR",120.4
55518,4706,"MMCZ","DEP","CANCUN DEP",119.8
55519,4706,"MMCZ","TWR","TWR",118
55483,4707,"MMDO","ATIS","ATIS",132.1
55484,4707,"MMDO","TWR","TWR",118.1
55432,4708,"MMEP","TWR","TWR",118.8
55500,4709,"MMES","TWR","TWR",119.75
55408,4710,"MMGL","APP","GUADALAJARA APP",119.3
55409,4710,"MMGL","ATIS","ATIS",127.9
55410,4710,"MMGL","GND","GND",121.9
55411,4710,"MMGL","TWR","GUADALAJARA TWR",118.1
55450,4711,"MMGM","APP","HERMOSILLO APP",121.3
55451,4711,"MMGM","TWR","GUAYMAS TWR",118.6
75557,31554,"MMGR","unicom","Guerrero Negro Traffic",123.3
55423,4713,"MMHO","APP","HERMOSILLO APP",121.4
55424,4713,"MMHO","ATIS","ATIS",127.7
55425,4713,"MMHO","TWR","HERMOSILLO TWR",118.7
55514,4714,"MMIA","TWR","TWR",118.9
55520,4716,"MMIO","APP","SALTILLO APP",127.4
55521,4716,"MMIO","TWR","SALTILLO TWR",118.4
55495,4717,"MMIT","GND","GND",121.7
55496,4717,"MMIT","TWR","TWR",118.45
55407,4718,"MMJA","AFIS","JALAPA AFIS",123.3
55431,4719,"MMJC","AFIS","INFO",118.4
55513,4721,"MMLM","TWR","MOCHIS TWR",118.8
55459,4722,"MMLO","APP","LEON APP",119.05
55460,4722,"MMLO","ATIS","ATIS",128.4
55461,4722,"MMLO","TWR","LEON TWR",118.35
55456,4723,"MMLP","APP","LA PAZ APP",120.6
55457,4723,"MMLP","ATIS","ATIS",127.9
55458,4723,"MMLP","TWR","LA PAZ TWR",118.1
55515,4724,"MMLT","TWR","TWR",118.4
55454,4725,"MMMA","APP","MATAMOROS APP/TWR",118
310127,4726,"MMMD","APP","MERIDA APPROACH",121.2
55428,4726,"MMMD","ATIS","ATIS",127.9
55429,4726,"MMMD","INFO","MERIDA INFO",126.9
55427,4726,"MMMD","TWR","MERIDA TWR",118.3
55420,4727,"MMML","AFIS","MEXICALI INFO",123.9
55421,4727,"MMML","ATIS","ATIS",127.6
55422,4727,"MMML","TWR","MEXICALI TWR",118.2
55504,4728,"MMMM","APP","MORELIA  APP/TWR",118.5
55510,4729,"MMMT","TWR","TWR",118.1
55455,4730,"MMMV","AFIS","INFO",118.9
55485,4731,"MMMX","APP","MEXICO APP",121.2
55486,4731,"MMMX","ARR","MEXICO ARR",129.6
55487,4731,"MMMX","ATIS","ATIS",127.65
55488,4731,"MMMX","CLD","MEXICO CLNC DEL",122.1
55489,4731,"MMMX","DEP","MEXICO DEP",120.5
55490,4731,"MMMX","GND","GND",121
55491,4731,"MMMX","RDO","MEXICO INFO",126.9
55492,4731,"MMMX","TWR","MEXICO TWR",118.55
55462,4732,"MMMY","APP","MONTERREY APP",119.75
55463,4732,"MMMY","ATIS","ATIS",127.7
55464,4732,"MMMY","GND","GND",121.9
55465,4732,"MMMY","TWR","MONTERREY TWR",118.1
55474,4733,"MMMZ","APP","MAZATLAN APP",121.2
55475,4733,"MMMZ","ATIS","ATIS",127.7
55476,4733,"MMMZ","TWR","MAZATLAN TWR",118.3
55493,4735,"MMNL","APP","NUEVO LAREDO APP/TWR",118.3
55467,4736,"MMOX","APP","OAXACA APP",121.1
55468,4736,"MMOX","TWR","OAXACA TWR",118.3
55505,4737,"MMPA","AFIS","POZA RICA INFO",118.9
55466,4738,"MMPB","APP","PUEBLA APP/TWR",118.2
55447,4739,"MMPC","AFIS","AFIS",122.9
75264,45229,"MMPE","CTAF","Tower not yet operational",122.8
55441,4741,"MMPG","AFIS","INFO",122.25
55494,4742,"MMPN","TWR","URUAPAN TWR",118.2
55537,4745,"MMPR","APP","VALLARTA APP",121.3
55538,4745,"MMPR","ATIS","VALLARTA ATIS",127.5
55539,4745,"MMPR","TWR","VALLARTA TWR",118.5
55426,4746,"MMPS","TWR","ESCONDIDO TWR",118.9
55400,4747,"MMQT","TWR","TWR",118.95
55540,4748,"MMRX","APP","REYNOSA APP/TWR",118.8
55438,4750,"MMSD","APP","SAN JOSE APP",120.9
55439,4750,"MMSD","ATIS","ATIS",127.6
55440,4750,"MMSD","TWR","SAN JOSE TWR",118.9
55412,4751,"MMSF","TWR","FELIPE TWR",118.5
298644,4869,"MMSL","Tower","Cabo san Lucas tower",118.75
55405,4869,"MMSL","UNIC","UNICOM",122.8
55503,4752,"MMSP","APP","POTOSI APP/TWR",118.9
55506,4754,"MMTB","APP","TUXTLA APP",118.6
55507,4754,"MMTB","TWR","TUXTLA TWR",118.45
55530,4755,"MMTC","APP","APP",119.5
55531,4755,"MMTC","TWR","TWR",118.5
55442,4757,"MMTJ","APP","TIJUANA APP",119.5
55443,4757,"MMTJ","ATIS","ATIS",127.9
55444,4757,"MMTJ","CLD","TIJUANA CLNC DEL",122.35
55445,4757,"MMTJ","MISC","TIJUANA INFO",132.1
55446,4757,"MMTJ","TWR","TIJUANA TWR",118.1
55511,4758,"MMTM","APP","TAMPICO APP",120.3
55512,4758,"MMTM","TWR","TAMPICO TWR",118.3
55497,4760,"MMTO","APP","TOLUCA APP",128.9
55498,4760,"MMTO","ATIS","ATIS",127.8
55499,4760,"MMTO","TWR","TOLUCA TWR",118
55522,4761,"MMTP","TWR","TWR",118.2
55523,4762,"MMUN","APP","APP",120.4
55524,4762,"MMUN","ARR","ARR",120.4
55525,4762,"MMUN","ATIS","ATIS",127.7
55526,4762,"MMUN","CLD","CLNC DEL",122.1
55527,4762,"MMUN","DEP","DEP",119.8
55528,4762,"MMUN","GND","GND",121.7
321958,4762,"MMUN","TWR North","Tower North",118.1
55529,4762,"MMUN","TWR S","Tower South",118.6
55534,4763,"MMVA","APP","VILLAHERMOSA APP",120.7
55535,4763,"MMVA","TWR","VILLAHERMOSA TWR",118.7
55480,4764,"MMVR","APP","VERACRUZ APP",120.4
55481,4764,"MMVR","ATIS","ATIS",127.8
55482,4764,"MMVR","TWR","VERACRUZ TWR",118.5
55452,4765,"MMZC","TWR","ZACATECAS TWR",118
55532,4766,"MMZH","APP","ZIHUATANEJO APP",121
55533,4766,"MMZH","TWR","ZIHUATANEJO TWR",118.3
55541,4767,"MMZM","AFIS","INFO",122.8
55453,4768,"MMZO","APP","MANZANILLO APP/TWR",118.7
55473,4769,"MMZP","TWR","TWR",126.2
55905,4770,"MNBL","TWR","TWR",118.5
316241,316239,"MNCE","APPROACH","Sandino Approach",119.4
316240,316239,"MNCE","TOWER",,118.05
55901,4774,"MNMG","APP","APP",119.4
55902,4774,"MNMG","GND","GND",121.9
55903,4774,"MNMG","RDO","RDO",126.9
55904,4774,"MNMG","TWR","TWR",118.1
55900,4776,"MNPC","TWR","TWR",118
64222,22213,"MO09","CTAF","CTAF",122.9
59680,22228,"MO23","UNIC","UNICOM",122.8
61928,22262,"MO56","CTAF","CTAF",122.9
62334,22289,"MO84","UNIC","CTAF",122.9
340547,22304,"MOS","CTAF",,122.8
313904,5327,"MP18","FSS","Penonome Radio",123
315669,5332,"MP23","UNICOM","Calzada Larga Traffic",122.8
313875,5333,"MP24","122.8 unicom",,0
56268,4786,"MPBO","ACC","PANAMA CON",133
56269,4786,"MPBO","FSS","PANAMA RDO",135.2
56270,4786,"MPBO","RDO","RDO",123.7
56271,4787,"MPCE","RDO","CHITRE RDO",124.3
56255,4788,"MPCH","GND","GND",121.8
56256,4788,"MPCH","RDO","BOCAS RDO",123.7
56257,4788,"MPCH","TWR","CHANGUINOLA TWR",118.6
56251,4789,"MPDA","ACC","PANAMA CON",133
56252,4789,"MPDA","APP","PANAMA APP",119.7
56253,4789,"MPDA","GND","GND",121.7
56254,4789,"MPDA","TWR","MALEK TWR",118.7
56258,4790,"MPEJ","APP","PANAMA APP",119.7
56259,4790,"MPEJ","GND","GND",121.7
56260,4790,"MPEJ","TWR","JIMENEZ TWR",118.5
56261,4790,"MPEJ","UNIC","UNICOM",122.8
56263,4791,"MPMG","ACC","PANAMA CON",133
56262,4791,"MPMG","ACC","PANAMA CON",133.3
56264,4791,"MPMG","APP","PANAMA APP",119.7
56265,4791,"MPMG","GND","GND",121.7
56266,4791,"MPMG","MISC","VFR ADVSY SVC",121.2
56267,4791,"MPMG","TWR","GELABERT TWR",118.3
56272,4792,"MPSA","RDO","SANTIAGO RDO",124
312588,31940,"MPSM","Tower",,118.2
56245,4793,"MPTO","ACC","PANAMA CON",133
56244,4793,"MPTO","ACC","PANAMA CON",133.3
56246,4793,"MPTO","APP","PANAMA APP",119.7
56247,4793,"MPTO","CLD","CLNC DEL",129.8
56248,4793,"MPTO","GND","GND",121.9
56249,4793,"MPTO","MISC","VFR ADVSY SVC",121.2
56250,4793,"MPTO","TWR","TWR",118.1
55359,3135,"MR-0013","A/G","RDO",667.3
55360,3135,"MR-0013","INFO","INFO",124.2
55361,3135,"MR-0013","TWR","TWR",118.4
51579,4795,"MRAO","RDO","COCO RDO",126.8
51600,4796,"MRBA","RDO","COCO RDO",126.8
51609,4797,"MRBC","RDO","COCO RDO",126.8
51582,4798,"MRCC","RDO","COCO RDO",126.8
51598,4800,"MRCV","RDO","COCO RDO",126.8
51601,4802,"MREC","RDO","COCO RDO",126.8
51584,4803,"MRFI","RDO","COCO RDO",126.8
51586,4804,"MRGF","RDO","COCO RDO",126.8
51593,4805,"MRGP","RDO","COCO RDO",126.8
51587,4806,"MRLB","APP","LIBERIA APP",119.8
51588,4806,"MRLB","GND","GND",121.7
51589,4806,"MRLB","RDO","COCO RDO",126.8
51590,4806,"MRLB","TWR","LIBERIA TWR",118.8
51583,4807,"MRLC","RDO","COCO RDO",126.8
51580,4808,"MRLM","INFO","FIS",118.8
51581,4808,"MRLM","RDO","COCO RDO",126.8
51610,4809,"MRNS","RDO","COCO RDO",126.8
51602,4810,"MROC","ACC","COCO CON",119.6
51603,4810,"MROC","APP","COCO APP",120.5
51604,4810,"MROC","CLD","CLNC",121.3
51605,4810,"MROC","GND","GND",121.9
51606,4810,"MROC","RDO","COCO RDO",126.8
51607,4810,"MROC","TWR","COCO TWR",118.6
51594,4811,"MRPD","RDO","COCO RDO",126.8
51591,4812,"MRPM","RDO","COCO RDO",126.8
51595,4813,"MRPV","GND","GND",121.7
51596,4813,"MRPV","RDO","COCO RDO",126.8
51597,4813,"MRPV","TWR","PAVAS TWR",118.3
51599,4814,"MRQP","RDO","COCO RDO",126.8
51592,4815,"MRSG","RDO","COCO RDO",126.8
51585,4816,"MRSV","RDO","COCO RDO",126.8
51608,4817,"MRUP","RDO","COCO RDO",126.8
51973,4820,"MSLP","APP","APP",119.9
51974,4820,"MSLP","ATIS","ATIS",127.6
51975,4820,"MSLP","CLD","CLNC DEL",121.25
51976,4820,"MSLP","GND","GND",121.7
51977,4820,"MSLP","RDO","RDO",126.9
51978,4820,"MSLP","TWR","TWR",118
51979,4821,"MSSS","APP","APP",119.5
51980,4821,"MSSS","GND","GND",121.9
51981,4821,"MSSS","RDO","RDO",127.05
51982,4821,"MSSS","TWR","TWR",118.3
60687,22406,"MT08","UNIC","CTAF/UNICOM",122.8
59726,22413,"MT15","OPS","HELENA ARNG OPS",40.65
53472,4822,"MTCA","TWR","TWR",118.5
53473,4823,"MTCH","TWR","TWR",118.7
53474,4824,"MTJA","TWR","TWR",118.5
53470,4825,"MTPP","APP/DEP","APP/DEP",119.8
577464,4825,"MTPP","ATIS","ATIS",132.075
577465,4825,"MTPP","CTR","CTR",124.5
577466,4825,"MTPP","CTR","CTR",134.15
53471,4825,"MTPP","TWR","TWR",118.3
51656,4826,"MUBA","A/G","BARACOA RDO",340.7
51657,4826,"MUBA","TWR","BARACOA TWR",122.5
51614,4827,"MUBR","INFO","INFO",130.1
51633,4828,"MUBY","A/G","BAYAMO RDO",340.7
51634,4828,"MUBY","TWR","BAYAMO TWR",123.6
51650,4829,"MUCA","A/G","CIEGO RDO",340.7
51651,4829,"MUCA","TWR","AVILA TWR",123.6
51615,4831,"MUCC","A/G","RDO",340.7
51616,4831,"MUCC","TWR","APP/TWR",118.8
51621,4832,"MUCF","A/G","CIENFUEGOS RDO",340.7
51622,4832,"MUCF","TWR","CIENFUEGOS TWR",118.9
51642,4833,"MUCL","A/G","CAYO LARGO RDO",340.7
51643,4833,"MUCL","APP","CAYO LARGO APP",120.1
51644,4833,"MUCL","TWR","CAYO LARGO TWR",118.5
51652,4834,"MUCM","A/G","CAMAGUEY RDO",126.9
51653,4834,"MUCM","A/G","CAMAGUEY RDO",1132.1
51654,4834,"MUCM","APP","CAMAGUEY APP",121.3
51655,4834,"MUCM","TWR","AGRAMONTE TWR",118.5
51638,4835,"MUCU","A/G","SANTIAGO RDO",126.9
51639,4835,"MUCU","A/G","SANTIAGO RDO",1132.1
51640,4835,"MUCU","APP","SANTIAGO APP",119.4
51641,4835,"MUCU","TWR","MACEO TWR",118.1
51645,4837,"MUGM","ASOS","ASOS",136.175
51646,4837,"MUGM","CTAF","CTAF",134.1
51647,4837,"MUGM","GND","GND",118.45
51648,4837,"MUGM","PMSV","METRO",126.2
51649,4837,"MUGM","TWR","LEEWARD TWR",134.1
51662,4838,"MUGT","A/G","GUANTANAMO RDO",340.7
51663,4838,"MUGT","TWR","GUANTANAMO TWR",122.6
51625,4839,"MUHA","A/G","BOYEROS RDO NATL",126.9
51623,4839,"MUHA","A/G","BOYEROS RDO INTL",288.7
51626,4839,"MUHA","A/G","BOYEROS RDO NATL",1132.1
51624,4839,"MUHA","A/G","BOYEROS RDO INTL",1329.7
51627,4839,"MUHA","APP","HABANA APP",119.35
51628,4839,"MUHA","ATIS","ATIS",132.5
51629,4839,"MUHA","CLD","CLNC DEL",121.9
51630,4839,"MUHA","GND","GND",121.9
51631,4839,"MUHA","TWR","MARTI TWR",118.1
51667,4840,"MUHG","A/G","HOLGUIN RDO",126.9
51668,4840,"MUHG","A/G","HOLGUIN RDO",1132.1
51669,4840,"MUHG","APP","HOLGUIN APP",119.1
51670,4840,"MUHG","TWR","HOLGUIN TWR",118
51673,4841,"MUKW","AFIS","INFORMACION",130.1
51637,4843,"MULM","AFIS","INFORMACION",125
51617,4846,"MUMO","A/G","MOA RDO",340.7
51618,4846,"MUMO","TWR","MOA TWR",123.4
51664,4847,"MUMZ","A/G","MANZANILLO RDO",340.7
51665,4847,"MUMZ","TWR","MANZANILLO TWR",118.3
51619,4849,"MUNG","A/G","GERONA RDO",340.7
51620,4849,"MUNG","TWR","GERONA TWR",118.3
51632,4851,"MUPB","TWR","TWR",128.8
51666,4854,"MUSC","TWR","SANTA CLARA TWR",118.1
51676,4855,"MUSL","INFO","INFO",129.7
51674,4856,"MUSN","INFO","INFO",118.3
51671,4858,"MUTD","A/G","TRINIDAD RDO",340.7
51672,4858,"MUTD","TWR","TRINIDAD TWR",122.5
51658,4859,"MUVR","A/G","VARADERO RDO",126.9
51659,4859,"MUVR","A/G","VARADERO RDO",1132.1
51660,4859,"MUVR","APP","VARADERO APP",119.6
51661,4859,"MUVR","TWR","VARADERO TWR",118.4
51635,4860,"MUVT","A/G","TUNAS RDO",340.7
51636,4860,"MUVT","TWR","TUNAS TWR",122.5
51373,4861,"MWCB","APP","CAYMAN APP",120.2
51374,4861,"MWCB","TWR","TWR",118.4
51375,4862,"MWCR","A/D","GRAND CAYMAN APP",120.2
51376,4862,"MWCR","ATIS","ATIS",132.35
51377,4862,"MWCR","CNTR","KINGSTON CON",128.1
51378,4862,"MWCR","GND","GND",121.9
51379,4862,"MWCR","TWR","TWR",118
75468,46098,"MX-0006","UNICOM","Baja California Traffic",122.8
325257,46099,"MX-0007","CTAF",,122.8
308287,308285,"MX-0014","CTAF","San Miguel Traffic",122.5
517019,319370,"MX-0203","ATC","CEDROS FREQUENCY",122.8
515723,515722,"MX-2147","Twr",,123.45
55399,4749,"MX-2510","AFIS","AFIS",132.1
301285,32690,"MX-XAL","Unicom",,122.8
